epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,1685.82,1.16359,1.60754,0.89511,1.04608,0.59288,0.45278,0.48683,0.2748,0.49474,0.5037,0.48455,0.24296,1.9536,3.28709,2.18247,1.56641,0.000507617,0.000507617,0.000507617
105,1701.8,1.13794,1.58815,0.86114,1.03113,0.58059,0.49706,0.4435,0.23347,0.52872,0.45558,0.44525,0.20235,2.05979,3.29792,2.40593,1.62749,0.000505079,0.000505079,0.000505079
106,1717.87,1.12029,1.5367,0.85228,1.02823,0.48648,0.46786,0.36251,0.19105,0.55166,0.41204,0.40407,0.18452,1.98018,3.08052,2.61193,1.53315,0.000502541,0.000502541,0.000502541
107,1733.94,1.13876,1.6041,0.8558,1.02124,0.57891,0.47053,0.45971,0.27013,0.56187,0.47996,0.42746,0.22148,1.90406,3.27986,2.26017,1.5449,0.000500004,0.000500004,0.000500004
108,1750.04,1.1508,1.56453,0.85161,1.03343,0.46452,0.45745,0.43036,0.23387,0.47575,0.51447,0.41913,0.22218,1.96671,3.02152,2.34619,1.54562,0.000497466,0.000497466,0.000497466
109,1766.01,1.14046,1.54489,0.85105,1.03648,0.50063,0.60159,0.46333,0.24372,0.64567,0.45713,0.46275,0.21993,1.89429,3.21897,2.28185,1.49925,0.000494928,0.000494928,0.000494928
110,1781.96,1.1345,1.56385,0.8553,1.03845,0.35089,0.39323,0.33953,0.20709,0.38925,0.48424,0.38475,0.19208,1.91283,3.20286,2.45473,1.51579,0.000492391,0.000492391,0.000492391
111,1798.01,1.13035,1.56101,0.85737,1.03177,0.41698,0.33009,0.34362,0.19672,0.52956,0.3527,0.37003,0.16164,2.00171,3.30129,2.80511,1.51976,0.000489853,0.000489853,0.000489853
112,1814.1,1.1185,1.55372,0.83335,1.02105,0.49117,0.44225,0.36554,0.19074,0.65607,0.3439,0.37962,0.18104,2.06538,3.17338,2.52454,1.54363,0.000487315,0.000487315,0.000487315
113,1830.06,1.1131,1.52177,0.82734,1.02147,0.49224,0.45691,0.41268,0.19971,0.37754,0.42351,0.35414,0.18391,2.12371,3.09251,2.40088,1.62959,0.000484778,0.000484778,0.000484778
114,1846.16,1.10206,1.54172,0.82564,1.01673,0.41619,0.47993,0.42796,0.24085,0.422,0.47097,0.42336,0.2149,2.06494,3.35268,2.4875,1.57027,0.00048224,0.00048224,0.00048224
115,1862.31,1.12679,1.57911,0.86088,1.03584,0.5709,0.4569,0.45584,0.25189,0.56496,0.49394,0.44762,0.2558,2.02633,2.99836,2.32601,1.52566,0.000479702,0.000479702,0.000479702
116,1878.26,1.08106,1.51753,0.79926,1.01477,0.50579,0.51433,0.50673,0.26528,0.60111,0.48109,0.48215,0.231,2.02019,3.14701,2.18371,1.54732,0.000477165,0.000477165,0.000477165
117,1894.34,1.10138,1.52894,0.81411,1.01601,0.50078,0.41661,0.40219,0.22826,0.48495,0.4287,0.40337,0.20006,2.1183,3.25383,2.50658,1.61271,0.000474627,0.000474627,0.000474627
118,1910.42,1.09085,1.53037,0.81725,1.00347,0.42472,0.45839,0.41268,0.22633,0.41657,0.46068,0.40618,0.19533,2.04572,3.25971,2.44333,1.50646,0.000472089,0.000472089,0.000472089
119,1926.45,1.11007,1.52037,0.81522,1.01494,0.55211,0.34488,0.38041,0.22455,0.38823,0.38919,0.35848,0.20024,2.08549,3.1201,2.38369,1.59414,0.000469551,0.000469551,0.000469551
120,1942.38,1.11398,1.53605,0.82581,1.02292,0.50077,0.46343,0.41722,0.24773,0.52549,0.50066,0.44433,0.22763,2.01411,3.19694,2.29056,1.54123,0.000467014,0.000467014,0.000467014
121,1958.38,1.08463,1.50125,0.80811,1.01022,0.40302,0.52216,0.44677,0.26892,0.37191,0.50988,0.39892,0.22352,1.91703,3.21062,2.32599,1.51676,0.000464476,0.000464476,0.000464476
122,1974.35,1.07432,1.49512,0.78664,1.00008,0.66885,0.36442,0.46885,0.28547,0.59229,0.38508,0.43947,0.25766,1.97658,3.21109,2.5784,1.54137,0.000461938,0.000461938,0.000461938
123,1990.37,1.09199,1.48422,0.7869,1.00835,0.59477,0.39354,0.41047,0.23464,0.43843,0.45717,0.42432,0.22448,2.08186,3.18596,2.52608,1.56081,0.000459401,0.000459401,0.000459401
124,2006.38,1.09113,1.46351,0.80499,1.01154,0.39117,0.4666,0.40247,0.23346,0.71372,0.4402,0.45975,0.21116,2.02288,3.26229,2.14778,1.56761,0.000456863,0.000456863,0.000456863
125,2022.5,1.09418,1.47105,0.80096,1.01551,0.60652,0.44903,0.41325,0.20812,0.58682,0.45336,0.43174,0.17526,2.03373,3.25133,2.31572,1.56887,0.000454325,0.000454325,0.000454325
