epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,783.144,1.61786,2.27146,1.59796,1.26666,0.52189,0.46142,0.41087,0.18564,0.45503,0.42647,0.38554,0.17759,1.81505,2.68788,2.24846,1.4315,0.000715991,0.000715991,0.000715991
53,798.019,1.59984,2.26098,1.58192,1.25336,0.44428,0.45582,0.38265,0.20107,0.45617,0.39722,0.37443,0.1803,1.86086,2.99285,2.18864,1.47202,0.000713944,0.000713944,0.000713944
54,812.744,1.58865,2.30093,1.59918,1.25402,0.51015,0.37963,0.39082,0.16724,0.44773,0.35031,0.34957,0.15236,1.906,2.90308,2.33862,1.50192,0.000711861,0.000711861,0.000711861
55,827.508,1.561,2.24359,1.51734,1.23413,0.36274,0.4853,0.46668,0.2191,0.27856,0.43148,0.40721,0.21605,1.74421,2.83973,2.07601,1.43016,0.000709743,0.000709743,0.000709743
56,842.287,1.5633,2.24231,1.5114,1.24189,0.55414,0.49167,0.4506,0.24679,0.49046,0.47778,0.46408,0.23933,1.86933,3.03322,2.20139,1.48067,0.000707589,0.000707589,0.000707589
57,856.931,1.58814,2.26162,1.55862,1.25109,0.36416,0.40444,0.35894,0.18302,0.42131,0.41441,0.36319,0.15518,1.8531,2.88447,2.45282,1.46357,0.000705401,0.000705401,0.000705401
58,871.659,1.58049,2.25293,1.51884,1.24319,0.34283,0.39609,0.40763,0.21722,0.35002,0.42471,0.40722,0.19176,1.74665,2.94658,2.09134,1.40235,0.000703177,0.000703177,0.000703177
59,886.271,1.56446,2.19955,1.51679,1.24987,0.32235,0.51111,0.44193,0.24557,0.38057,0.50957,0.43832,0.25307,1.72925,2.79005,2.20798,1.38397,0.00070092,0.00070092,0.00070092
60,901.041,1.55166,2.2344,1.50859,1.23542,0.3119,0.55462,0.36514,0.15303,0.45483,0.4345,0.37826,0.16114,1.85379,2.8918,2.28718,1.50274,0.000698627,0.000698627,0.000698627
61,915.745,1.56326,2.24433,1.50017,1.23154,0.31591,0.52988,0.39344,0.18979,0.44559,0.33611,0.38521,0.18961,1.86402,2.88006,2.27236,1.48758,0.000696301,0.000696301,0.000696301
62,930.555,1.53032,2.17045,1.46719,1.22947,0.36371,0.61077,0.44367,0.23286,0.43974,0.49907,0.47588,0.22336,1.81572,2.53483,2.16744,1.46018,0.000693941,0.000693941,0.000693941
63,945.493,1.49148,2.16652,1.41482,1.20392,0.25173,0.43457,0.35878,0.20738,0.56757,0.39198,0.39326,0.20412,1.81885,2.8733,2.2633,1.41114,0.000691548,0.000691548,0.000691548
64,960.388,1.55021,2.17816,1.4774,1.22907,0.36123,0.39444,0.39378,0.22822,0.40787,0.45,0.4319,0.21438,1.82224,3.01519,2.42428,1.43522,0.000689121,0.000689121,0.000689121
65,975.173,1.53154,2.15103,1.4476,1.2161,0.31484,0.53847,0.3588,0.18617,0.38793,0.47274,0.43731,0.18311,2.01252,2.70648,2.25892,1.49618,0.000686662,0.000686662,0.000686662
66,989.944,1.47247,2.10957,1.39471,1.18913,0.37348,0.46589,0.3559,0.20274,0.34767,0.43113,0.34347,0.16803,1.88798,2.93525,2.24166,1.44462,0.000684169,0.000684169,0.000684169
67,1004.72,1.53096,2.14357,1.41913,1.21215,0.34831,0.46019,0.38405,0.1952,0.34104,0.48611,0.37599,0.18127,1.88013,2.91338,2.26161,1.45942,0.000681645,0.000681645,0.000681645
68,1019.55,1.52129,2.12852,1.42548,1.21228,0.32011,0.49225,0.37722,0.18918,0.28321,0.44722,0.4123,0.19521,1.81785,2.78006,2.38547,1.41697,0.000679088,0.000679088,0.000679088
69,1034.31,1.52228,2.20724,1.40625,1.20299,0.35089,0.51958,0.41395,0.23279,0.32743,0.4829,0.41358,0.19899,1.91947,3.07267,2.44231,1.48707,0.000676499,0.000676499,0.000676499
70,1049.11,1.49675,2.16652,1.38807,1.19773,0.43575,0.50333,0.41879,0.2155,0.43263,0.5104,0.47313,0.21604,1.90944,2.95921,2.11285,1.45356,0.000673879,0.000673879,0.000673879
71,1063.82,1.49637,2.1392,1.41436,1.19748,0.31586,0.48509,0.41987,0.21394,0.43732,0.37407,0.42816,0.21025,1.93768,2.89528,2.28952,1.5191,0.000671227,0.000671227,0.000671227
72,1078.55,1.51234,2.14944,1.40314,1.19721,0.30999,0.43735,0.36162,0.19553,0.31496,0.39821,0.37348,0.20914,1.93101,2.69803,2.36971,1.51825,0.000668544,0.000668544,0.000668544
73,1093.34,1.48432,2.09356,1.33701,1.18673,0.28841,0.51759,0.38474,0.2127,0.42817,0.33063,0.36538,0.20023,1.90363,3.00593,2.41931,1.49818,0.000665831,0.000665831,0.000665831
74,1108.17,1.46996,2.07816,1.3478,1.18636,0.58253,0.42794,0.44307,0.22275,0.56187,0.38642,0.40974,0.19277,1.87457,2.77061,2.11667,1.49453,0.000663087,0.000663087,0.000663087
75,1123.02,1.4746,2.0831,1.35269,1.18907,0.39907,0.44541,0.3733,0.17175,0.33107,0.39825,0.31566,0.14776,1.9576,3.0398,2.38914,1.53567,0.000660313,0.000660313,0.000660313
76,1137.76,1.47353,2.09563,1.38528,1.18041,0.32435,0.49288,0.36608,0.18398,0.37543,0.47103,0.44221,0.21121,1.85043,2.60395,2.16925,1.50947,0.000657509,0.000657509,0.000657509
77,1152.43,1.41467,2.04251,1.29182,1.16363,0.35071,0.54453,0.42652,0.20807,0.32869,0.50729,0.39684,0.20081,1.86714,2.93554,2.22096,1.4623,0.000654675,0.000654675,0.000654675
78,1167.12,1.49193,2.09682,1.37695,1.19549,0.342,0.50586,0.4544,0.20883,0.39997,0.40278,0.42987,0.22757,1.86767,3.11686,1.98202,1.49058,0.000651813,0.000651813,0.000651813
