epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,944.95,1.48501,2.44199,1.74677,1.27988,0.28114,0.36179,0.25896,0.13252,0.28735,0.36434,0.25947,0.10576,2.08416,3.39224,2.64864,1.78117,0.000931175,0.000931175,0.000931175
55,961.064,1.4769,2.36635,1.72913,1.27461,0.22186,0.39631,0.25301,0.13895,0.3264,0.3072,0.27166,0.1255,2.0734,3.27283,2.62575,1.80707,0.00092474,0.00092474,0.00092474
56,976.962,1.46667,2.39136,1.73431,1.28004,0.21165,0.35101,0.25892,0.1394,0.1842,0.32458,0.26824,0.14104,1.96583,3.16782,2.97955,1.713,0.000918216,0.000918216,0.000918216
57,992.974,1.54835,2.41606,1.7756,1.31264,0.5653,0.25749,0.28266,0.16123,0.57739,0.23509,0.26707,0.14107,1.9755,3.48724,2.79802,1.69358,0.000911603,0.000911603,0.000911603
58,1010.17,1.48872,2.26286,1.74328,1.28333,0.83009,0.2225,0.23388,0.1152,0.20065,0.3948,0.26227,0.12766,2.12895,3.38988,2.81457,1.76117,0.000904904,0.000904904,0.000904904
59,1027.47,1.47571,2.31122,1.66101,1.26347,0.25775,0.31035,0.25389,0.16378,0.27149,0.26724,0.24074,0.14427,1.88934,3.23305,2.71034,1.67616,0.00089812,0.00089812,0.00089812
60,1044.89,1.50488,2.38296,1.60099,1.3084,0.34732,0.31287,0.27173,0.12246,0.381,0.31542,0.25896,0.13044,2.05307,3.21851,2.77144,1.73827,0.000891253,0.000891253,0.000891253
61,1061.98,1.42306,2.33627,1.6176,1.23855,0.30573,0.30513,0.28055,0.16033,0.30004,0.34308,0.2765,0.17097,1.98235,3.2728,2.71641,1.71392,0.000884305,0.000884305,0.000884305
62,1078.95,1.44332,2.29466,1.59998,1.2278,0.55551,0.31492,0.27163,0.149,0.57653,0.32673,0.28639,0.14836,1.96862,3.37926,2.75565,1.71793,0.000877276,0.000877276,0.000877276
63,1096.5,1.40475,2.21422,1.53555,1.22226,0.50627,0.26571,0.26186,0.1435,0.57559,0.23732,0.25564,0.14801,1.97521,4.19036,2.89084,1.69363,0.00087017,0.00087017,0.00087017
64,1113.54,1.39895,2.33175,1.5764,1.23199,0.15128,0.36719,0.27931,0.15124,0.14698,0.35195,0.27802,0.14736,1.9609,3.67252,2.79852,1.66956,0.000862987,0.000862987,0.000862987
65,1130.3,1.40735,2.28231,1.59584,1.24184,0.25068,0.34072,0.23073,0.13276,0.67252,0.2797,0.23964,0.12924,1.97518,3.42041,2.70973,1.68013,0.00085573,0.00085573,0.00085573
66,1145.71,1.36049,2.26447,1.45133,1.22522,0.77036,0.24289,0.27727,0.16272,0.79113,0.23573,0.27649,0.15501,1.98646,2.9735,2.65884,1.62281,0.0008484,0.0008484,0.0008484
67,1167.23,1.3617,2.21574,1.48544,1.20181,0.25479,0.33842,0.23576,0.15687,0.3221,0.31688,0.26471,0.14942,1.8704,3.46958,2.57489,1.60716,0.000841,0.000841,0.000841
68,1183.09,1.39043,2.16321,1.49246,1.23867,0.30172,0.3447,0.30472,0.18744,0.26628,0.31976,0.28236,0.17644,1.99599,4.00416,2.66898,1.63038,0.00083353,0.00083353,0.00083353
69,1198.76,1.37849,2.2197,1.50737,1.21576,0.2653,0.31768,0.25975,0.13623,0.24701,0.33331,0.25587,0.12563,1.97692,3.22553,2.81993,1.61878,0.000825993,0.000825993,0.000825993
70,1214.97,1.34741,2.14904,1.5077,1.20661,0.34525,0.29205,0.26855,0.16211,0.35335,0.28854,0.25672,0.15034,2.02907,3.1114,2.76979,1.73125,0.000818391,0.000818391,0.000818391
71,1231.16,1.37716,2.14939,1.48992,1.2099,0.5546,0.22911,0.2519,0.1228,0.5875,0.257,0.28443,0.13761,2.06536,3.34366,2.7817,1.74238,0.000810725,0.000810725,0.000810725
72,1248.24,1.42047,2.20113,1.49617,1.24208,0.83623,0.21429,0.23241,0.13681,0.83623,0.21429,0.22944,0.14257,2.06461,3.33011,2.64439,1.75132,0.000802997,0.000802997,0.000802997
73,1265.38,1.33495,2.21776,1.48121,1.20785,0.43318,0.33427,0.2578,0.15174,0.52123,0.27387,0.25002,0.14082,2.05132,3.50016,2.53525,1.80838,0.00079521,0.00079521,0.00079521
74,1282.14,1.36998,2.11013,1.44849,1.19918,0.55243,0.31321,0.29302,0.1343,0.73136,0.2618,0.26865,0.1162,2.19592,3.29599,2.82106,1.91738,0.000787365,0.000787365,0.000787365
